registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY
3560,Philippines,,10/30/2009,11/4/2009,6,0,98,,Hurricane/Tropical Storm,,,very large,124931.91,6.050915889,107.665,14.9121
3559,Paraguay,,10/26/2009,10/28/2009,3,0,0,,Heavy Rain,,,large,163340.77,5.690215853,-56.2737,-25.0929
3558,Vietnam,,10/23/2009,10/26/2009,4,1,0,,Hurricane/Tropical Storm,,,large,28284.26,5.053604812,107.39,15.5652
3557,Kenya,,10/20/2009,10/28/2009,9,0,2000,,Heavy Rain,,,large,197665.04,6.250172374,40.6773,2.99222
3556,Niger,,9/21/2009,10/15/2009,25,0,0,,Heavy Rain,,,large,133560.04,6.523616549,8.06092,17.2185
3555,Nigeria,,10/20/2009,10/26/2009,7,0,5000,,Heavy Rain,,,large,53018.49,5.569525395,6.5097,5.54356
3554,Japan,,10/7/2009,10/9/2009,3,0,5000,,Hurricane/Tropical Storm,,,large,106325.83,5.503760036,138.2,36.425
3553,Nepal,,10/4/2009,10/12/2009,9,45,0,,Heavy Rain,,,extreme,129718.42,6.368274155,80.7639,29.8119
3552,Philippines,,10/2/2009,10/17/2009,16,438,40000,,Hurricane/Tropical Storm,,,extreme,34498.77,6.04295359,121.422,17.5757
3551,India,,9/25/2009,10/12/2009,18,303,0,,Heavy Rain,,,extreme,309688.88,7.047228112,78.233,15.7081
3550,Italy,,10/1/2009,10/2/2009,2,22,0,,Heavy Rain,,,extreme,1227.06,3.69092579,15.733,38.114
3549,American Samoa,,9/29/2009,9/29/2009,1,100,0,,Tsunami,,,extreme,207343.45,5.617720316,-173.454,-13.8358
3548,Vietnam,,9/28/2009,10/1/2009,4,182,357000,,Hurricane/Tropical Storm,,,extreme,49034.16,5.593588727,107.982,14.9028
3547,Philippines,,9/25/2009,10/1/2009,7,420,200000,,Hurricane/Tropical Storm,,,extreme,25299.26,5.549235854,120.749,14.8722
3546,Spain,,9/27/2009,9/28/2009,2,0,0,,Heavy Rain,,,large,2459.28,3.691837974,-0.145285,38.7733
3545,Vietnam,,9/25/2009,9/28/2009,4,17,40000,,Heavy Rain,,,very large,47598.33,5.455742966,108.022,15.1885
3544,United States,,9/21/2009,9/28/2009,8,8,220,,Heavy Rain,,,very large,225395.01,6.432125543,-84.8404,34.3646
3543,Mexico,,9/10/2009,9/19/2009,10,0,0,,Heavy Rain,,,extreme,33560.99,5.826864759,-95.3112,18.5257
3542,Ghana,,9/17/2009,9/21/2009,5,0,5000,,Heavy Rain,Dam Failure,,extreme,73811.61,5.868124678,-0.992335,8.85094
3541,Indonesia,,9/15/2009,9/16/2009,2,38,0,,Heavy Rain,,,extreme,47760.1,5.281125219,98.5925,2.89095
3540,Nigeria,,9/10/2009,9/18/2009,9,0,3000,,Heavy Rain,,,extreme,64200.98,6.062814163,5.68204,12.2596
3539,India,,9/6/2009,9/10/2009,5,0,37000,,Dam Failure,,,extreme,25504.05,5.406609151,88.0605,22.5263
3538,Mexico,,9/1/2009,9/10/2009,10,0,0,,Heavy Rain,,,large,34563.01,5.538611557,-99.25,19.5
3537,Philippines,,9/1/2009,9/10/2009,10,9,0,,Hurricane/Tropical Storm,,,extreme,36440.73,5.862617064,121.371,17.2296
3536,Turkey,,9/7/2009,9/10/2009,4,31,0,,Heavy Rain,,,extreme,3687.1,4.469774904,28.9505,41.09
3535,Mauritania,,8/10/2009,9/2/2009,24,42,300000,,Heavy Rain,,,large,81300.71,6.29030558,105.155,26.6186
3534,China,,8/28/2009,9/1/2009,5,12,118000,,Heavy Rain,,,large,4814280.64,7.381501407,2.93676,16.454
3533,Sudan,,8/16/2009,8/22/2009,7,5,80000,,Heavy Rain,,,large,59848.91,5.622154285,32.604,15.9846
3532,Nepal,,8/16/2009,8/22/2009,7,7,6265,,Heavy Rain,,,large,13717.1,4.982360345,88.1319,27.0167
3531,Senegal,,8/24/2009,8/26/2009,3,0,0,,Heavy Rain,,,large,8510.69,4.407086026,-16.8108,14.5762
3530,India,,8/18/2009,8/27/2009,10,0,300000,,Monsoon,,,large,72244.8,5.858806593,94.143,26.8177
3529,India,,8/15/2009,8/27/2009,13,14,1000000,,Dam Failure,Heavy Rain,,large,84897.57,6.042838612,80.7483,27.629
3528,Sri Lanka,,8/15/2009,8/16/2009,2,0,0,,Heavy Rain,,,large,4744.46,3.977216785,80.6335,8.38404
3527,Laos,,8/10/2009,8/11/2009,2,10,0,,Heavy Rain,,,large,24950.18,4.698103679,104.792,17.8266
3526,Pakistan,,8/15/2009,8/17/2009,3,27,1200,,Heavy Rain,,,very large,30560.13,5.138367711,72.2471,33.9207
3525,United States,,8/4/2009,8/5/2009,2,0,0,,Heavy Rain,,,large,6534.85,4.116265619,-85.6925,37.0741
3524,Sierra Leone,,8/9/2009,8/10/2009,2,7,300,,Heavy Rain,,,large,11893.28,4.376331639,-12.7337,8.57029
3523,Japan,,8/9/2009,8/10/2009,2,12,2000,,Hurricane/Tropical Storm,,,very large,18366.88,4.741156643,136.225,35.1555
3522,Taiwan,,8/9/2009,8/12/2009,4,500,2000000,,Hurricane/Tropical Storm,,,extreme,24905.81,5.299390658,121.009,24.2867
3521,China,,8/7/2009,8/10/2009,4,0,7250,,Heavy Rain,,,very large,30538,5.262991841,109.773,19.1227
3520,Philippines,,8/7/2009,8/8/2009,2,20,173000,,Hurricane/Tropical Storm,,,very large,24556.64,4.867290198,121.443,17.8675
3519,India,,8/1/2009,8/4/2009,4,0,3000,,Dam Failure,,,very large,21198.81,5.104462733,85.5,26.5
3518,Philippines,,7/25/2009,8/4/2009,11,10,200000,,Heavy Rain,,,very large,36975.16,5.785394006,125.367,7.6518
3517,Turkey,,7/28/2009,7/29/2009,2,0,0,,Heavy Rain,,,large,9640.54,4.285131357,38.1099,40.6971
3516,Nepal,,7/26/2009,7/28/2009,3,22,0,,Monsoon,,,large,18726.64,4.749581116,85.7081,28.0015
3515,Japan,,7/26/2009,7/27/2009,2,28,0,,Heavy Rain,,,large,9646.51,4.285400215,130.571,33.2981
3514,China,,7/26/2009,8/4/2009,10,22,0,,Heavy Rain,,,large,201114.11,6.303442541,101.18,30.859
3513,Turkey,,7/20/2009,7/22/2009,3,0,3000,,Heavy Rain,,,large,13171.48,4.596755831,38.1609,40.6869
3512,Japan,,7/20/2009,7/22/2009,3,16,400,,Heavy Rain,,,very large,11850.39,4.726945157,131.888,34.5636
3511,Mongolia,,7/16/2009,7/19/2009,4,26,300,,Heavy Rain,,,extreme,138925.64,6.045872393,101.935,47.8205
3510,United Kingdom,,7/18/2009,7/19/2009,2,0,0,,Heavy Rain,,,large,3358.7,3.82720121,-1.82408,54.3622
3509,Austria,,7/16/2009,7/19/2009,4,0,0,,Heavy Rain,,,large,2765.43,4.043822661,15.7089,47.4021
3508,Pakistan,,7/17/2009,7/19/2009,3,26,0,,Heavy Rain,,,large,10367.35,4.492789015,67.1852,24.8786
3507,Bosnia and Herzegovina,,7/7/2009,7/15/2009,9,0,0,,Heavy Rain,,,large,6060.99,4.736786077,17.4846,44.8711
3506,Philippines,,7/16/2009,7/18/2009,3,5,0,,Hurricane/Tropical Storm,,,large,47243.51,5.151463411,121.346,17.1225
3505,Burma/Myanmar,,7/12/2009,7/17/2009,6,0,300,,Heavy Rain,,,large,136568.23,5.913500931,101.833,4.54934
3504,India,,7/11/2009,7/17/2009,7,0,0,,Heavy Rain,,,large,63616.23,5.648665969,74.7271,15.3059
3503,South Africa,,7/12/2009,7/16/2009,5,11,20000,,Heavy Rain,,,large,32700.21,5.213520546,18.9236,-33.068
3502,Mexico,,7/14/2009,7/16/2009,3,11,0,,Heavy Rain,,,large,51611.74,5.189869756,-96.9696,16.4489
3501,Ghana,,7/6/2009,7/17/2009,12,5,300,,Heavy Rain,,,large,77546.62,5.968744119,-1.03826,6.20262
3499,Benin,,7/1/2009,7/17/2009,17,0,3000,,Heavy Rain,,,large,55064.21,0,2.38057,8.28454
3498,China,,7/1/2009,7/6/2009,6,20,700000,,Heavy Rain,,,very large,542051.73,6.688283244,112.712,25.3072
3497,India,,7/1/2009,7/6/2009,6,0,500000,,Heavy Rain,,,large,99876.58,5.777614913,84.7692,20.2249
3496,Bangladesh,,7/3/2009,7/6/2009,4,6,0,,Heavy Rain,,,large,128962.3,5.712522761,93.8215,27.481
3495,Vietnam,,7/3/2009,7/6/2009,4,20,700000,,Heavy Rain,,,large,49031.89,5.292538625,89.0861,25.2562
3494,Botswana,,5/10/2009,7/1/2009,53,0,0,,Heavy Rain,,,large,69855.97,6.568479397,104.302,20.674
3493,Czech Republic,,6/21/2009,6/28/2009,8,13,0,,Heavy Rain,,,very large,571677.32,6.836332209,23.312,-16.6984
3492,Austria,,6/19/2009,6/24/2009,6,0,0,,Heavy Rain,,,large,47134.92,5.451494025,18.0255,50.1269
3491,Guatemala,,6/19/2009,6/22/2009,4,0,0,,Heavy Rain,,,large,12251.46,4.690247838,14.7394,48.3716
3490,China,,6/19/2009,6/22/2009,4,8,106000,,Heavy Rain,,,large,127036.56,5.705988716,-88.6419,13.4179
3489,United States,,6/20/2009,6/22/2009,3,0,0,59000000,Heavy Rain,,,large,82900.06,5.3956761,110.283,26.8483
3488,Cote d'Ivoire,,6/10/2009,6/12/2009,3,18,0,,Heavy Rain,,,large,33319.22,4.999816081,-84.5801,42.2942
3487,Ghana,,6/20/2009,6/22/2009,3,5,0,,Heavy Rain,,,large,10724.02,4.50747887,-4.20195,5.56989
3486,Bangladesh,,5/25/2009,5/26/2009,2,115,20000,,Hurricane/Tropical Storm,,,very large,9340.14,4.447474641,-0.099363,5.73317
3485,Tajikistan,,4/20/2009,5/15/2009,26,21,15000,,Heavy Rain,,,very large,27819.11,6.035407839,89.0861,22.164
3484,Haiti,,5/15/2009,5/21/2009,7,21,0,,Heavy Rain,,,very large,13738.76,5.159136836,-81.2123,28.9812
3483,United States,,5/18/2009,5/21/2009,4,0,0,,Heavy Rain,,,very large,5754.23,4.538138467,-72.3336,19.5616
3482,China,,5/19/2009,5/21/2009,3,0,0,,Heavy Rain,,,large,62468.65,5.272783375,71.2878,38.5131
3481,Australia,,5/19/2009,5/28/2009,10,0,16000,,Heavy Rain,,,very large,201149.89,6.479611058,111.232,25.7563
3480,Afghanistan,,5/11/2009,5/13/2009,3,0,0,,Heavy Rain,,,large,68691.95,5.3140271,152.738,-29.047
3479,United States,,5/3/2009,5/10/2009,8,0,0,,Heavy Rain,,,extreme,58894.07,5.974191551,64.3991,34.88
3478,Philippines,,5/3/2009,5/8/2009,6,47,65000,,Hurricane/Tropical Storm,,,very large,16459.25,5.170652551,-81.2838,37.6558
3477,United States,,5/1/2009,6/7/2009,38,0,0,,Snow/Ice Melt,,,very large,21367.43,6.085627146,121.356,18.0205
3476,Brazil,,4/22/2009,5/14/2009,23,39,408000,,Heavy Rain,,,extreme,484756.54,7.348281509,-142.302,65.4351
3475,United States,,4/20/2009,4/29/2009,10,5,0,,Heavy Rain,,,very large,524373.36,6.895731879,-45.432,-3.1864
3474,Indonesia,,4/17/2009,4/27/2009,11,0,20000,,Heavy Rain,,,large,6812.65,4.874708763,-95.5153,29.6701
3473,Burundi,,4/12/2009,4/15/2009,4,0,8000,,Heavy Rain,,,large,9797.19,4.593161522,116.937,-0.298253
3472,Afghanistan,,4/6/2009,4/30/2009,25,0,1200,,Heavy Rain,,,very large,11707.88,5.64250953,29.7516,-3.26804
3471,Canada,,4/1/2009,4/9/2009,9,0,200,,Snow/Ice Melt,,,large,88516.93,5.901268852,63.5929,33.0736
3470,United States,,4/6/2009,4/9/2009,4,0,1000,,Heavy Rain,,,extreme,20493.67,5.214709726,-67.6289,47.1571
3469,Australia,,3/30/2009,3/31/2009,2,0,0,,Heavy Rain,,,very large,82061.7,5.391261764,-85.2333,30.8386
3468,Zambia,,2/27/2009,4/25/2009,58,150,54000,,Heavy Rain,,,extreme,56500.67,6.816511587,151.35,-32.4557
3467,Indonesia,,3/27/2009,3/27/2009,1,99,1600,240000000,Dam Failure,Heavy Rain,,large,1148027.26,6.059952201,24.2305,-18.7599
3466,Indonesia,,3/30/2009,3/31/2009,2,0,1000,,Heavy Rain,,,large,19203.9,4.584419431,106.364,-6.5542
3465,United States,,3/24/2009,4/20/2009,28,0,5000,,Snow/Ice Melt,Heavy Rain,,extreme,44401.17,6.395582441,100.731,-1.20654
3464,Malaysia,,3/17/2009,3/19/2009,3,1,330,,Heavy Rain,,,large,39742.02,5.076371192,-97.0308,48.2491
3463,Angola,,3/1/2009,3/19/2009,19,90,20000,,Heavy Rain,,,large,15410.67,5.466575122,114.671,4.27379
3462,Mozambique,,3/4/2009,3/9/2009,6,0,0,,Heavy Rain,,,large,187933.27,6.052154921,16.6784,-17.076
3461,United States,,3/6/2009,3/13/2009,8,0,0,,Heavy Rain,,,large,29982.11,5.37995218,32.1703,-25.1179
3460,South Africa,,2/28/2009,3/3/2009,4,5,300,,Heavy Rain,,,large,94116.41,5.575725344,-91.0096,41.6768
3459,Indonesia,,2/23/2009,3/9/2009,15,1,20000,,Heavy Rain,,,very large,56344.38,6.103033122,30.8028,-29.4144
3458,Bolivia,,2/12/2009,2/23/2009,12,0,0,,Heavy Rain,,,large,21570.89,5.41304931,121.978,0.814144
3457,Bosnia and Herzegovina,,2/1/2009,2/16/2009,16,0,0,,Heavy Rain,,,large,167873.59,6.429102361,-62.618,-18.7599
3456,Costa Rica,,2/5/2009,2/16/2009,12,0,0,,Heavy Rain,,,large,20487.47,5.390669577,18.1786,43.5036
3455,Angola,,2/14/2009,2/16/2009,3,2,415,,Heavy Rain,,,large,7231.78,4.336366461,-83.2841,10.0501
3454,Peru,,2/15/2009,2/17/2009,3,1,300,,Heavy Rain,,,large,61811.59,5.26819117,14.1475,-9.84036
3453,Colombia,,2/15/2009,2/17/2009,3,6,10000,,Heavy Rain,,,large,85604.33,5.409616987,-74.4359,-13.5756
3452,Brazil,,2/12/2009,2/16/2009,5,0,3000,,Heavy Rain,,,very large,72654.16,5.736321749,-76.5144,4.36564
3451,Solomon Islands,,2/12/2009,2/16/2009,5,13,3000,,Heavy Rain,,,very large,109293.46,5.913655438,-46.9628,-24.1892
3450,United States,,2/9/2009,2/10/2009,2,0,1000,,Heavy Rain,Snow/Ice Melt,,very large,117999.31,5.549000722,158.657,-8.14626
3449,Argentina,,2/9/2009,2/10/2009,2,9,0,,Heavy Rain,,,very large,47811.61,5.156654623,-122.912,46.9122
3448,United Kingdom,,2/7/2009,2/12/2009,6,0,0,,Heavy Rain,Snow/Ice Melt,,very large,225551.03,6.307487324,-64.2917,-24.1484
3447,Dominican Republic,,2/2/2009,2/12/2009,11,5,10000,,Heavy Rain,,,large,76952.38,5.927614741,-1.27299,52.5048
3446,Morocco,,2/1/2009,2/12/2009,12,24,2000,,Heavy Rain,,,very large,15152.49,5.435756511,-70.0833,19.2809
3445,Philippines,,2/7/2009,2/9/2009,3,5,0,,Heavy Rain,,,extreme,188226.85,6.052832825,-6.1614,32.6552
3444,Malaysia,,2/2/2009,2/12/2009,11,0,2000,,Heavy Rain,,,large,8472.93,4.969426304,122.968,9.897
3443,Indonesia,,1/28/2009,2/2/2009,6,18,12000,,Heavy Rain,,,large,52061.79,5.494670346,113.773,3.3451
3442,Madagascar,,1/22/2009,1/29/2009,8,3,3000,,Hurricane/Tropical Storm,,,large,60608.98,5.685626962,120.264,-2.63531
3441,Algeria,,1/26/2009,1/27/2009,2,33,0,,Heavy Rain,,,large,207786.65,5.618647637,46.5192,-17.6884
3440,Australia,,1/26/2009,2/27/2009,33,0,400,,Hurricane/Tropical Storm,Heavy Rain,,extreme,132806.58,6.942763529,0.706865,29.6139
3439,Australia,,1/22/2009,2/2/2009,12,0,0,,Heavy Rain,,,large,477523.5,6.758175995,120.56,-20.1071
3438,Philippines,,1/26/2009,1/27/2009,2,5,200,,Heavy Rain,,,large,427405.5,5.931870102,150.686,-29.4144
3437,Brazil,,1/20/2009,1/27/2009,8,11,0,,Heavy Rain,,,large,17181.28,5.138145502,124.958,7.12112
3436,Dominican Republic,,1/8/2009,1/16/2009,9,11,0,,Heavy Rain,,,large,1186390.65,7.028470225,-44.8911,-16.5964
3435,Romania,,1/23/2009,1/26/2009,4,11,0,44000000,Snow/Ice Melt,,,large,14541.8,4.764678159,-70.1394,19.3268
3434,France,,1/23/2009,1/26/2009,4,11,0,,Heavy Rain,,,large,19409.52,4.890074787,24.9346,47.6062
3433,Fiji,,1/8/2009,1/16/2009,9,11,9400,,Heavy Rain,,,extreme,173199.93,6.493820217,-2.6099,42.2483
3432,Vietnam,,12/25/2008,1/5/2009,12,9,20000,44000000,Heavy Rain,,,large,7293.87,4.942139265,178.047,-17.7394
3431,United States,,12/29/2008,1/16/2009,19,0,0,,Heavy Rain,,,very large,29579.28,5.925832458,107.058,16.8877
3430,Malaysia,,12/29/2008,1/19/2009,22,0,10000,,Heavy Rain,,,large,35113.3,5.887894328,-123.769,42.8402
3429,Australia,,12/28/2008,1/12/2009,16,0,0,,Hurricane/Tropical Storm,Monsoon,,very large,76573.83,6.264291611,101.098,6.64146
3428,Philippines,,1/3/2009,1/13/2009,11,28,200000,4000000,Hurricane/Tropical Storm,Heavy Rain,,large,776847.75,6.931728597,143.136,-17.1271
3427,Mozambique,,12/28/2008,1/19/2009,23,25,3500,,Heavy Rain,,,large,36190.07,5.920317259,125.04,8.44783
3426,Indonesia,,12/26/2008,1/12/2009,18,24,0,,Heavy Rain,,,large,125967.31,6.35553036,34.0277,-22.9238
3425,United States,,12/26/2008,12/28/2008,3,0,0,,Heavy Rain,,,large,126659.3,5.579758338,103.139,-3.32927
3424,United States,,12/26/2008,12/28/2008,3,0,0,,Snow/Ice Melt,,,large,66257.06,5.298353416,-123.524,44.6568
3423,Guyana,,12/10/2008,12/17/2008,8,0,0,,Heavy Rain,,,large,313350.84,6.39912085,-89.4584,41.0441
3422,Colombia,,12/13/2008,1/12/2009,31,76,1200000,,Heavy Rain,,,very large,39997.97,6.269490903,-58.5766,7.08029
3421,United Kingdom,,12/13/2008,12/14/2008,2,2,0,,Heavy Rain,,,large,195388.17,5.591928261,-74.2318,8.99892
3420,United States,,12/11/2008,12/15/2008,5,0,200,,Heavy Rain,,,large,21321.94,5.027796721,-1.73435,51.4945
3419,Italy,,12/11/2008,12/15/2008,5,0,0,,Heavy Rain,,,large,4904.87,4.389597506,-155.457,19.6228
3418,Malaysia,,12/1/2008,12/8/2008,8,0,2000,,Heavy Rain,,,large,5423.64,4.637380842,13.1575,41.8299
3417,Thailand,,11/20/2008,12/10/2008,21,21,200000,,Heavy Rain,,,extreme,58097.15,6.387404119,101.823,4.93715
3416,Philippines,,12/1/2008,12/10/2008,10,18,50000,,Heavy Rain,,,extreme,15654.67,5.495673913,100.112,7.55485
3415,Italy,,12/1/2008,12/4/2008,4,0,0,,Storm/Tidal Surge,,,extreme,24107.57,5.285243423,121.769,17.2041
3414,Costa Rica,,11/26/2008,11/28/2008,3,7,46000,,Heavy Rain,,,extreme,2219.9,4.124484662,12.188,45.0242
3413,Sri Lanka,,11/22/2008,12/4/2008,13,61,171000,,Hurricane/Tropical Storm,,,extreme,30824.19,5.903865021,80.7993,8.57029
3412,Brazil,,11/22/2008,12/3/2008,12,117,80000,,Heavy Rain,,,extreme,103384.49,6.394666631,-49.3407,-25.0669
3411,Venezuela,,11/20/2008,11/23/2008,4,0,0,,Heavy Rain,,,large,61388.9,5.390149843,-66.4042,9.77453
3410,Australia,,11/20/2008,11/23/2008,4,21,1200,,Dam Failure,Heavy Rain,,large,105549.84,5.625517571,147.033,-21.5562
3409,Philippines,,11/18/2008,11/24/2008,7,6,30000,,Heavy Rain,,,large,21766.04,5.182877463,121.351,17.9542
3408,Vietnam,,11/17/2008,11/20/2008,4,21,1200,,Hurricane/Tropical Storm,,,large,36155.63,5.160235925,107.711,15.7039
3407,Cuba,,11/17/2008,11/20/2008,4,0,20000,,Heavy Rain,,,very large,35294.06,5.32585287,-76.1709,20.6944
3406,Australia,,11/19/2008,11/20/2008,2,0,100,,Heavy Rain,,,very large,183486.6,5.740725608,151.493,-30.0472
3405,South Africa,,11/12/2008,11/17/2008,6,0,100,,Heavy Rain,,,large,76453.89,5.661550838,20.9035,-33.0119
3404,Ethiopia,,11/16/2008,11/20/2008,5,11,500,,Heavy Rain,,,large,25490.96,5.105356196,43.0595,0.82945
3403,United States,,11/6/2008,11/12/2008,7,2,0,,Heavy Rain,,,very large,75156.68,5.897156886,-122.774,47.0143
3402,Kenya,,11/10/2008,11/12/2008,3,0,28000,,Heavy Rain,,,very large,37962.69,5.232569492,35.1248,0.048733
3401,Somalia,,11/3/2008,11/4/2008,2,0,52000,,Heavy Rain,,,very large,111938.61,5.526101164,43.4984,1.25298
3400,Vietnam,,10/27/2008,11/3/2008,8,92,3000,,Heavy Rain,,,extreme,74590.9,6.07680583,106.323,20.7403
3399,Morocco,,10/23/2008,11/3/2008,12,28,1200,,Heavy Rain,,,extreme,146720.71,6.546702662,-4.77346,33.7318
3398,Yemen,,10/23/2008,10/24/2008,2,69,6800,,Heavy Rain,,,extreme,133203.96,5.726577127,49.7849,15.5457
3397,Honduras,,10/19/2008,11/12/2008,25,110,320000,15000000,Hurricane/Tropical Storm,,,extreme,96385.8,6.682983061,-89.2869,15.8519
3396,Vietnam,,10/19/2008,10/20/2008,2,22,12000,,Heavy Rain,,,very large,39092.29,5.069212367,107.456,14.8977
3395,Costa Rica,,10/10/2008,11/3/2008,25,3,2100,,Heavy Rain,,,very large,39424.59,6.169798453,-85.9579,11.4788
3394,Kenya,,10/14/2008,10/16/2008,3,3,10000,,Heavy Rain,,,large,45128.33,5.131570517,41.9,4
3393,China,,10/10/2008,10/16/2008,7,2,50000,,Heavy Rain,,,very large,29937.67,5.497407296,109.819,19.1585
3392,Rwanda,,10/1/2008,10/6/2008,6,0,2000,,Heavy Rain,,,large,11139.97,4.825035272,29.8894,-1.71681
3391,Nicaragua,,10/1/2008,10/6/2008,6,9,3000,,Heavy Rain,,,extreme,13945.83,5.223625613,-86.3712,12.0606
3390,Sudan,,10/3/2008,10/6/2008,4,17,3000,,Heavy Rain,,,large,81576.03,5.513622557,29.6649,9.24385
3389,Algeria,,10/1/2008,10/17/2008,17,65,0,,Heavy Rain,,,extreme,34761.7,6.072579924,3.48,32.24
3388,Mexico,,10/1/2008,10/6/2008,6,0,7500,,Heavy Rain,,,extreme,17012.58,5.309951426,-96.7984,19.5718
3387,China,,9/26/2008,9/29/2008,4,0,0,,Heavy Rain,,,large,6852.64,4.437917908,108.721,21.9351
3386,Guatemala,,9/27/2008,9/28/2008,2,0,0,,Heavy Rain,,,very large,16407.14,4.692154139,-89.3308,15.6894
3385,Vietnam,,9/25/2008,9/29/2008,5,41,0,87000000,Hurricane/Tropical Storm,,,extreme,58984.46,5.770737608,104.593,21.8994
3384,Thailand,,9/11/2008,10/4/2008,24,0,0,8000000,Monsoon,,,very large,165834.29,6.775976836,103.177,17.8213
3383,Nepal,,9/22/2008,9/29/2008,8,49,13000,,Monsoon,,,extreme,168134.51,6.429776845,78.9384,30.5218
3382,India,,9/22/2008,9/29/2008,8,2400,0,,Dam Failure,Heavy Rain,,extreme,464318,6.870935503,84.4064,20.9522
3381,Puerto Rico,,9/21/2008,9/23/2008,3,4,0,,Heavy Rain,,,very large,1643.82,3.869066774,-66.5533,18.0513
3380,Taiwan,,9/14/2008,9/15/2008,2,0,0,,Hurricane/Tropical Storm,,,very large,4834.08,4.161435088,121.569,24.6669
3379,United States,,9/12/2008,9/16/2008,5,8,200000,2000000000,Hurricane/Tropical Storm,,,very large,652500.87,6.689642358,-90.4534,35.0542
3378,Iraq,,9/10/2008,9/11/2008,2,3,400,,Heavy Rain,,,very large,8574.06,4.410307773,45.1108,36.1564
3377,Iran,,9/9/2008,9/10/2008,2,19,200,,Heavy Rain,,,very large,26847.35,4.906022679,50.6564,31.9961
3376,United Kingdom,,9/6/2008,9/8/2008,3,0,200,3000000,Heavy Rain,,,very large,47366.17,5.328680783,-1.80548,53.2606
3375,Malaysia,,9/5/2008,9/7/2008,3,0,125000,108000000,Heavy Rain,,,very large,127690.73,5.759371884,102.124,4.07765
3374,Indonesia,,9/6/2008,9/8/2008,3,0,17352,1080000,Monsoon,,,very large,9851.07,4.646695919,122.521,0.682066
3373,Haiti,,9/6/2008,9/8/2008,3,58,125000,,Hurricane/Tropical Storm,,,very large,25885.67,5.066271924,-71.6984,18.4572
3372,India,,8/30/2008,9/8/2008,10,900,1000000,,Monsoon,,,very large,80590.45,6.08237484,94.5503,27.0442
3371,Bangladesh,,8/30/2008,9/8/2008,10,0,600000,,Monsoon,,,very large,59248.82,5.948770964,90.21,25.0288
3370,United States,,9/1/2008,9/2/2008,2,0,0,,Hurricane/Tropical Storm,,,very large,163438.25,5.690474958,-92.493,31.3413
3369,Haiti,,8/26/2008,8/28/2008,3,22,5000,,Hurricane/Tropical Storm,,,very large,33215.47,5.174552916,-71.9755,18.871
3368,Chad,,7/20/2008,8/25/2008,37,0,200000,,Monsoon,,,very large,61817.44,6.535403999,18.3503,9.2331
3367,Ethiopia,,8/20/2008,8/28/2008,9,3,18000,,Monsoon,,,very large,69636.6,5.973171327,33.3146,7.5848
3366,United States,,8/20/2008,8/28/2008,9,12,400,,Hurricane/Tropical Storm,,,extreme,98478.89,6.24861565,-82.8587,29.657
3365,Nepal,,8/18/2008,9/24/2008,38,400,10000000,,Monsoon,,,extreme,163725.65,7.094930316,84.9232,26.9506
3364,United States,,8/17/2008,8/20/2008,4,0,4000,,Heavy Rain,,,very large,4187.8,4.400137183,-106.02,31.4889
3363,United States,,8/17/2008,8/18/2008,2,0,250,,Dam Failure,,,very large,385.02,3.062604544,-112.735,36.2538
3362,Dominican Republic,,8/16/2008,8/18/2008,3,0,0,,Hurricane/Tropical Storm,,,very large,37960.27,5.232541807,-71.585,19.1607
3361,United Kingdom,,8/15/2008,8/16/2008,2,0,0,,Heavy Rain,,,extreme,23128.5,4.966207459,-7.22906,54.4878
3360,Thailand,,8/11/2008,8/20/2008,10,130,4000,6650000,Hurricane/Tropical Storm,Monsoon,,extreme,219466.09,6.642397422,103.661,17.3109
3359,Pakistan,,8/9/2008,8/20/2008,12,37,90752,,Monsoon,,,very large,165918.21,6.475166559,72.6347,30.7385
3358,United States,,8/9/2008,8/11/2008,3,0,0,,Heavy Rain,,,large,136109.5,5.611009693,-96.3204,37.8284
3357,United States,,8/8/2008,8/11/2008,4,1,0,,Heavy Rain,,,extreme,53271.24,5.629582793,-71.4519,44.3352
3356,India,,8/5/2008,8/11/2008,7,74,0,,Monsoon,,,very large,75487.93,5.899066816,81.3801,16.6523
3355,Vietnam,,8/9/2008,8/11/2008,3,100,0,,Hurricane/Tropical Storm,,,extreme,50044.62,5.477508646,105.212,22.0507
3354,China,,8/8/2008,8/11/2008,4,0,42000,,Hurricane/Tropical Storm,,,extreme,8409.86,4.827878753,113.151,22.5473
3353,China,,8/7/2008,8/11/2008,5,20,0,42000000,Heavy Rain,,,very large,24614.95,5.266260221,101.548,22.6193
3352,United Kingdom,,8/6/2008,8/8/2008,3,0,0,,Heavy Rain,,,very large,27718.41,5.095980828,-3.88566,56.2261
3351,Sudan,,8/7/2008,8/8/2008,2,0,0,,Heavy Rain,,,large,155555.33,5.492914892,30.7576,6.61129
3350,Iran,,8/7/2008,8/8/2008,2,3,1200,,Heavy Rain,,,extreme,7095.62,4.45305034,44.6926,39.2463
3349,Togo,,8/1/2008,8/8/2008,8,0,0,,Heavy Rain,,,large,66956.68,5.728883898,1.03767,7.69097
3348,Chad,,8/2/2008,8/8/2008,7,0,0,,Heavy Rain,,,large,178993.91,6.097936295,15.455,9.28889
